time_s,clean_ecg,noisy_ecg,baseline_wander,mains_50hz,emg_noise
0.0,2.2662815132468913e-31,0.015235853987721568,0.0,0.0,0.015235853987721568
0.002777777777777778,3.2582027825974925e-31,0.01032106998133285,0.0010367198438393805,0.06128355544951825,-0.05199920531202478
0.005555555555555556,4.679814688420356e-31,0.11838058532813492,0.0020734052968354216,0.07878462024097664,0.03752255979032287
0.008333333333333333,6.715301158677965e-31,0.09013825778884632,0.0031100219692856224,0.039999999999999994,0.0470282358195607
0.011111111111111112,9.626947958020218e-31,-0.12076683542497624,0.004146535473769122,-0.027361611466053523,-0.09755175943269183
0.013888888888888888,1.3787897508059813e-30,-0.13510147357970115,0.005182911426287424,-0.07517540966287267,-0.06510897534311591
0.016666666666666666,1.972848616064533e-30,-0.05667089669698581,0.006219115447405009,-0.06928203230275509,0.006392020158364269
0.019444444444444445,2.8201731268431534e-30,-0.022448870667143753,0.007255113163389792,-0.013891854213354432,-0.01581212961717911
0.022222222222222223,4.0275790444359134e-30,0.05887382110706215,0.008290870207353397,0.051423008774923194,-0.0008400578752144398
0.025,5.746437277794739e-30,0.046674155841712195,0.009326352220391203,0.08,-0.04265219637867901
0.027777777777777776,8.191049804334912e-30,0.10575443237078666,0.01036152485272211,0.051423008774923125,0.04396989874314143
0.030555555555555555,1.1664517075316216e-29,0.03639409632292107,0.01139635376482804,-0.013891854213354383,0.03888959677144742
0.03333333333333333,1.6595114960123823e-29,-0.05354969279610125,0.012430804628593042,-0.06928203230275509,0.0033015348780608025
0.03611111111111111,2.3587400428061728e-29,-0.005348506186028973,0.013464843128442084,-0.0751754096628727,0.056362060348401646
0.03888888888888889,3.3493938420234785e-29,0.010512290609028137,0.014498434962479361,-0.027361611466053506,0.023375467112602282
0.041666666666666664,4.751587094300407e-29,0.012566922699464217,0.015531545843626208,0.039999999999999925,-0.04296462314416191
0.044444444444444446,6.734378673074998e-29,0.11378630094586009,0.016564141500758488,0.07878462024097667,0.018437539204124942
0.04722222222222222,9.535484605344344e-29,0.030935613087911727,0.01759618767984345,0.061283555449518225,-0.04794413004144995
0.05,1.3488835383371262e-28,0.06255016521043959,0.018627650145076058,-9.312267518612592e-17,0.043922515065363626
0.05277777777777778,1.9063062208637457e-28,-0.04412135631881617,0.01965849468001464,-0.06128355544951816,-0.002496295549312645
0.05555555555555555,2.691519390864511e-28,-0.06733905132952368,0.02068868708871599,-0.07878462024097664,-0.009243118177263029
0.058333333333333334,3.796550340585024e-28,-0.052328284023327364,0.02171819319686971,-0.04000000000000001,-0.03404647722019707
0.06111111111111111,5.350173366155536e-28,0.1112356572526868,0.022746978852931882,0.027361611466053412,0.06112706693370151
0.06388888888888888,7.532409812325073e-28,0.09122394548869045,0.023775009929257948,0.07517540966287262,-0.007726474103440108
0.06666666666666667,1.0594682067911836e-27,0.07266789351783456,0.024802252323234852,0.06928203230275508,-0.021416391108155363
0.06944444444444445,1.4887801106155754e-27,0.02211384864735528,0.02582867195841228,0.01389185421335448,-0.01760667752441148
0.07222222222222222,2.0900799346176828e-27,0.0020466852883774776,0.02685423478563308,-0.05142300877492304,0.02661545927766744
0.075,2.931476912975127e-27,-0.03384888999763329,0.027878906784162803,-0.08,0.018272203218203917
0.07777777777777778,4.1077453333113694e-27,-0.0018837242323055427,0.028902653962818197,-0.05142300877492316,0.02063663057979942
0.08055555555555556,5.750652848165444e-27,0.06535834672484361,0.029925442361094855,0.013891854213354616,0.021541050150394137
0.08333333333333333,8.043256219779687e-27,0.2073116503965718,0.03094723805029372,0.06928203230275501,0.10708238004352306
0.08611111111111111,1.1239685892715379e-26,0.08682266597828854,0.03196800713464664,0.07517540966287267,-0.02032075081923078
0.08888888888888889,1.569253286227923e-26,0.034737190764917186,0.03298771575244076,0.027361611466053284,-0.025612136453576868
0.09166666666666666,2.1890785928317865e-26,-0.04668230633525197,0.0340063300771418,-0.03999999999999988,-0.04068863641239389
0.09444444444444444,3.051245612673037e-26,-0.012961832793685658,0.03502381631851621,-0.07878462024097665,0.030798971128774784
0.09722222222222222,4.24977410623273e-26,0.031205199910278376,0.03604014072375204,-0.06128355544951825,0.056448614636044586
0.1,5.915110108559719e-26,0.03135789669583508,0.037055269578578645,1.8624535037225184e-16,-0.005697372882743754
0.10277777777777777,8.228439364868025e-26,0.05734490080977696,0.038069169208385045,0.061283555449518315,-0.0420078238481264
0.10555555555555556,1.1441899973316194e-25,0.07664236543575179,0.039081805979337074,0.07878462024097668,-0.04122406078456198
0.10833333333333334,1.5907397575014972e-25,0.11262278569072814,0.04009314629949303,0.040000000000000056,0.03252963939123506
0.1111111111111111,2.2118194034219684e-25,0.050904253714036514,0.041103156619918035,-0.027361611466053634,0.03716270856017211
0.11388888888888889,3.0769866015539563e-25,-0.005905892811815874,0.04211180343579698,-0.0751754096628726,0.02715771341525975
0.11666666666666667,4.285132741655428e-25,-0.059438464379643896,0.04311905328754593,-0.0692820323027551,-0.03327548536443472
0.11944444444444445,5.978366231339233e-25,0.04184108470190384,0.0441248727619221,-0.013891854213354246,0.01160806615333599
